sample_i,training_step,batch_i,dynamics_size_mass_bin,dynamics_thrust_to_weight_bin,dynamics_torque_to_inertia_bin,dynamics_motor_delay_bin,dynamics_curve_shape_bin,dynamics_group_key,rejected_before_accept,mass,thrust_to_weight_ratio,torque_to_inertia_ratio,sampled_tau_rise,sampled_tau_fall,sampled_curve_shape,rotor_torque_constant,inertia_trace,thrust_scale,torque_scale,sampled_parameters_inside_allowed_ranges
444,111,0,0,3,3,2,1,249,0,0.0279408,4.82397,1124.67,0.0791924,0.228434,0.482052,0.0325014,4.36334e-05,3.00159,6.96708,true
445,111,1,1,3,3,2,1,505,0,0.0885925,4.46395,1054.7,0.0785324,0.220852,0.499055,0.0274555,0.000201242,8.80692,5.88542,true
446,111,2,2,3,3,2,1,761,0,0.158638,4.64469,1125.2,0.0764096,0.190298,0.309629,0.0286628,0.000410608,16.4086,6.14423,true
447,111,3,3,3,3,2,1,1017,0,0.193846,4.26934,1123.51,0.0705647,0.187058,0.331221,0.0290183,0.000496012,18.43,6.22042,true
448,112,0,0,0,0,3,1,13,0,0.0355718,2.03604,308.041,0.0940004,0.293726,0.300725,0.0325626,8.93999e-05,1.61287,6.98019,true
449,112,1,1,0,0,3,1,269,0,0.123446,1.73271,150.26,0.0952162,0.275143,0.29644,0.0202246,0.000818752,4.76335,4.33538,true
450,112,2,2,0,0,3,1,525,0,0.163327,1.99419,127.917,0.0887809,0.232823,0.404743,0.0209278,0.00164404,7.25325,4.48614,true
451,112,3,3,0,0,3,1,781,0,0.220102,1.70342,171.189,0.0856134,0.281928,0.324969,0.0224903,0.00153656,8.34935,4.82107,true
452,113,0,0,1,0,3,1,77,0,0.06504,2.79436,171.865,0.084044,0.260062,0.392413,0.0240602,0.000501076,4.04735,5.15761,true
453,113,1,1,1,0,3,1,333,0,0.0896591,2.58952,51.4776,0.0887512,0.285699,0.470291,0.0164721,0.00241632,5.17038,3.53099,true
454,113,2,2,1,0,3,1,589,0,0.192224,3.05494,56.9844,0.0910437,0.241314,0.329484,0.0137311,0.00691729,13.0773,2.94344,true
455,113,3,3,1,0,3,1,845,0,0.209485,2.76001,52.1872,0.0968238,0.268572,0.488225,0.0169306,0.00790448,12.8757,3.62929,true
456,114,0,0,2,0,3,1,141,0,0.057321,3.32341,214.645,0.0843998,0.287946,0.382314,0.0271521,0.000402362,4.24234,5.8204,true
457,114,1,1,2,0,3,1,397,0,0.113062,3.9898,241.476,0.0934993,0.253642,0.320731,0.0278482,0.00104871,10.0456,5.96961,true
458,114,2,2,2,0,3,1,653,0,0.147445,3.61274,279.381,0.0864558,0.235371,0.250279,0.0292039,0.00115234,11.8625,6.26022,true
459,114,3,3,2,0,3,1,909,0,0.230845,3.57908,316.098,0.0983517,0.258903,0.400553,0.0354338,0.00189234,18.3992,7.59568,true
460,115,0,0,3,0,3,1,205,0,0.0703176,4.60953,87.6863,0.0974096,0.27755,0.448742,0.0187965,0.00181838,7.2182,4.02926,true
461,115,1,1,3,0,3,1,461,0,0.114564,4.27812,165.311,0.0833214,0.279104,0.369688,0.0230404,0.00168874,10.9147,4.93899,true
462,115,2,2,3,0,3,1,717,0,0.18209,4.37345,71.3874,0.0961119,0.245097,0.482495,0.0182914,0.00758709,17.7344,3.92098,true
463,115,3,3,3,0,3,1,973,0,0.202665,4.63509,125.858,0.0833736,0.232919,0.488146,0.0226447,0.00526661,20.9191,4.85417,true
464,116,0,0,0,1,3,1,29,0,0.0218381,1.68401,544.667,0.0937249,0.299814,0.427397,0.0312716,2.23955e-05,0.818967,6.70346,true
465,116,1,1,0,1,3,1,285,0,0.0832486,2.34315,353.822,0.0881272,0.293678,0.461449,0.0172308,0.000287632,4.34394,3.69364,true
466,116,2,2,0,1,3,1,541,0,0.151433,1.96673,477.987,0.0993567,0.256657,0.439763,0.0263764,0.0003951,6.63243,5.65411,true
467,116,3,3,0,1,3,1,797,0,0.210126,1.60166,354.896,0.0850682,0.268682,0.418338,0.0163442,0.000667785,7.49474,3.50358,true
468,117,0,0,1,1,3,1,93,0,0.0309276,2.39397,540.614,0.0959952,0.240007,0.346227,0.0291308,5.01738e-05,1.64882,6.24455,true
469,117,1,1,1,1,3,1,349,0,0.107749,3.00433,549.165,0.083501,0.296007,0.273445,0.0281567,0.000322458,7.20889,6.03574,true
470,117,2,2,1,1,3,1,605,0,0.140248,2.65097,485.368,0.0844263,0.285785,0.26848,0.0230952,0.000457039,8.2796,4.95075,true
471,117,3,3,1,1,3,1,861,0,0.2098,2.66529,521.643,0.0965727,0.279423,0.435565,0.0296691,0.000757111,12.4525,6.35993,true
472,118,0,0,2,1,3,1,157,0,0.0371576,3.32245,551.837,0.0878464,0.289037,0.386894,0.0309166,8.78595e-05,2.74925,6.62735,true
473,118,1,1,2,1,3,1,413,0,0.118905,3.3362,483.601,0.0857459,0.251871,0.316657,0.0240421,0.000467901,8.83402,5.15371,true
474,118,2,2,2,1,3,1,669,0,0.151942,3.48173,373.172,0.0939221,0.235448,0.460474,0.0187102,0.000903705,11.781,4.01076,true
475,118,3,3,2,1,3,1,925,0,0.228081,3.91535,494.033,0.0938988,0.253232,0.269866,0.0237987,0.00126868,19.8869,5.10154,true
476,119,0,0,3,1,3,1,221,0,0.0304265,4.99022,551.396,0.0961059,0.288102,0.393411,0.031029,0.000101309,3.38127,6.65145,true
477,119,1,1,3,1,3,1,477,0,0.0843686,4.16038,421.329,0.0976689,0.257263,0.309234,0.0190437,0.000423195,7.81667,4.08224,true
478,119,2,2,3,1,3,1,733,0,0.155279,4.51521,501.334,0.0931861,0.236341,0.303229,0.0251158,0.000869523,15.6135,5.38388,true
479,119,3,3,3,1,3,1,989,0,0.20593,4.79542,362.524,0.0834107,0.253262,0.399442,0.0165108,0.00189806,21.9915,3.5393,true
480,120,0,0,0,2,3,1,45,0,0.0581814,1.92858,625.945,0.0999226,0.261025,0.495277,0.016605,8.35638e-05,2.49879,3.55949,true
481,120,1,1,0,2,3,1,301,0,0.100011,1.80137,901.886,0.0899523,0.246972,0.39661,0.0357942,0.000109342,4.01197,7.67292,true
482,120,2,2,0,2,3,1,557,0,0.186564,1.89676,823.897,0.0994332,0.287629,0.459044,0.0311481,0.000293102,7.88038,6.67697,true
483,120,3,3,0,2,3,1,813,0,0.203978,2.11448,747.466,0.094023,0.243872,0.338677,0.0225099,0.000395818,9.60494,4.82526,true
484,121,0,0,1,2,3,1,109,0,0.0321861,3.0693,669.161,0.0831279,0.290334,0.29784,0.0155156,5.42614e-05,2.19996,3.32596,true
485,121,1,1,1,2,3,1,365,0,0.133464,2.43956,898.631,0.0909457,0.27007,0.477109,0.0373529,0.000221941,7.25076,8.00705,true
486,121,2,2,1,2,3,1,621,0,0.175085,2.61308,673.103,0.0991616,0.257707,0.417444,0.0185126,0.000450319,10.1885,3.9684,true
487,121,3,3,1,2,3,1,877,0,0.229725,2.47979,623.22,0.0856174,0.290075,0.324832,0.0125585,0.000650495,12.6862,2.69208,true
488,122,0,0,2,2,3,1,173,0,0.0557695,3.84931,828,0.0954637,0.292387,0.289143,0.0276437,0.000114248,4.78065,5.92576,true
489,122,1,1,2,2,3,1,429,0,0.116663,3.71937,648.077,0.0844567,0.280219,0.43165,0.0168905,0.000388558,9.66295,3.62069,true
490,122,2,2,2,2,3,1,685,0,0.173605,3.92918,693.481,0.0911022,0.267833,0.301097,0.0174758,0.000634457,15.1905,3.74615,true
491,122,3,3,2,2,3,1,941,0,0.233437,3.89973,711.54,0.0895306,0.292158,0.473975,0.0227667,0.000943651,20.2728,4.88031,true
492,123,0,0,3,2,3,1,237,0,0.0305654,4.94623,745.043,0.0994881,0.254597,0.326121,0.0220394,7.3741e-05,3.36676,4.72441,true
493,123,1,1,3,2,3,1,493,0,0.125811,4.99931,864.232,0.098309,0.261161,0.307205,0.0308611,0.000422189,14.0067,6.61546,true
494,123,2,2,3,2,3,1,749,0,0.188091,4.37213,898.304,0.0998816,0.271447,0.313938,0.0336561,0.000608097,18.3134,7.21461,true
495,123,3,3,3,2,3,1,1005,0,0.245069,4.96174,744.217,0.0862314,0.295641,0.326573,0.0219854,0.00118851,27.0788,4.71285,true
496,124,0,0,0,3,3,1,61,0,0.0611237,1.63631,1118.23,0.09255,0.235821,0.418376,0.0305691,4.1733e-05,2.22731,6.55287,true
497,124,1,1,0,3,3,1,317,0,0.098299,2.26058,911.414,0.0970208,0.25446,0.482202,0.0159593,0.000135011,4.94853,3.42107,true
498,124,2,2,0,3,3,1,573,0,0.182006,1.55497,1167.72,0.0843448,0.290106,0.425447,0.0345678,0.000162926,6.30255,7.41004,true
499,124,3,3,0,3,3,1,829,0,0.220814,1.96432,1054.47,0.0897754,0.257719,0.408255,0.0253945,0.000293891,9.65931,5.44362,true
500,125,0,0,1,3,3,1,125,0,0.0395256,3.12003,1012.43,0.0873462,0.264231,0.46119,0.0233237,4.95752e-05,2.74629,4.99973,true
501,125,1,1,1,3,3,1,381,0,0.098898,2.86731,1055.29,0.0983872,0.28175,0.291776,0.0228371,0.000143405,6.31496,4.89541,true
502,125,2,2,1,3,3,1,637,0,0.177805,3.18143,986.255,0.0947862,0.258621,0.404733,0.0200228,0.000380965,12.5972,4.29214,true
503,125,3,3,1,3,3,1,893,0,0.207212,3.13444,1111.8,0.0972853,0.249862,0.286379,0.0271001,0.000398479,14.4638,5.80924,true
504,126,0,0,2,3,3,1,189,0,0.0386797,3.26004,1155.85,0.0854144,0.242761,0.389457,0.0328373,4.34448e-05,2.80811,7.03908,true
505,126,1,1,2,3,3,1,445,0,0.11626,3.65619,1052.82,0.090413,0.291752,0.476363,0.026799,0.00023616,9.46603,5.74469,true
506,126,2,2,2,3,3,1,701,0,0.182575,3.65624,958.804,0.0959398,0.267584,0.373693,0.0171946,0.000463584,14.8656,3.68588,true
507,126,3,3,2,3,3,1,957,0,0.229623,4.05833,975.214,0.0981671,0.239894,0.351497,0.0179684,0.000683686,20.7526,3.85174,true
508,127,0,0,3,3,3,1,253,0,0.0317992,4.83812,1071.78,0.0874942,0.255044,0.396457,0.0264724,5.36273e-05,3.42611,5.67468,true
509,127,1,1,3,3,3,1,509,0,0.0968803,4.6944,961.138,0.0858618,0.260771,0.326765,0.0163198,0.000252625,10.128,3.49835,true
510,127,2,2,3,3,3,1,765,0,0.163576,4.13955,1144.57,0.089279,0.23686,0.480228,0.0340049,0.000388056,15.0792,7.28936,true
511,127,3,3,3,3,3,1,1021,0,0.239403,4.17114,1076.48,0.0885312,0.254009,0.306287,0.0248081,0.000666717,22.2378,5.31793,true
512,128,0,0,0,0,0,2,2,0,0.0288252,2.33652,167.15,0.0398807,0.0774429,0.554401,0.0273392,0.000150386,1.49986,5.86048,true
513,128,1,1,0,0,0,2,258,0,0.0898952,1.56583,318.283,0.0317697,0.04612,0.596333,0.0400084,0.000243155,3.13466,8.57629,true
514,128,2,2,0,0,0,2,514,0,0.161175,1.66097,211.702,0.0434089,0.0787189,0.677191,0.0335585,0.000858035,5.96165,7.19368,true
515,128,3,3,0,0,0,2,770,0,0.216452,1.62209,270.203,0.0373732,0.0649321,0.687636,0.0383324,0.000974725,7.81889,8.21703,true
516,129,0,0,1,0,0,2,66,0,0.0420044,2.47776,287.193,0.0454684,0.0316224,0.568898,0.0369789,0.000153782,2.31773,7.92689,true
517,129,1,1,1,0,0,2,322,0,0.110416,2.49835,325.528,0.0469198,0.0427857,0.640242,0.0415585,0.00050327,6.14317,8.90857,true
518,129,2,2,1,0,0,2,578,0,0.153665,2.94613,266.426,0.0322528,0.0631251,0.692982,0.0381596,0.00113825,10.0817,8.17999,true
519,129,3,3,1,0,0,2,834,0,0.246994,2.83271,203.206,0.0429833,0.0764775,0.628531,0.0318045,0.00266821,15.5811,6.81769,true
520,130,0,0,2,0,0,2,130,0,0.0391419,4.11544,135.387,0.035573,0.0358601,0.505976,0.0237851,0.000487039,3.58728,5.09864,true
521,130,1,1,2,0,0,2,386,0,0.122324,3.44156,322.243,0.0346966,0.0797872,0.749981,0.0437727,0.000819955,9.37508,9.38322,true
522,130,2,2,2,0,0,2,642,0,0.172114,3.30544,295.647,0.0402247,0.0373951,0.583929,0.0379731,0.00131056,12.6693,8.13999,true
523,130,3,3,2,0,0,2,898,0,0.242678,3.47823,293.364,0.0436199,0.0966575,0.570837,0.0375014,0.00219172,18.7974,8.03889,true
524,131,0,0,3,0,0,2,194,0,0.0435368,4.89227,303.48,0.0355939,0.0819123,0.527794,0.0373178,0.000298959,4.74324,7.99952,true
525,131,1,1,3,0,0,2,450,0,0.125998,4.2745,128.007,0.0406514,0.0583049,0.584244,0.0249736,0.00258272,11.9939,5.3534,true
526,131,2,2,3,0,0,2,706,0,0.152121,4.65446,40.3248,0.0373662,0.0344779,0.596538,0.0184473,0.0115046,15.7677,3.9544,true
527,131,3,3,3,0,0,2,962,0,0.199022,4.74361,194.82,0.0330976,0.0457176,0.721895,0.0332545,0.00355808,21.0241,7.12852,true
528,132,0,0,0,1,0,2,18,0,0.0656023,2.09051,475.172,0.0312587,0.0839074,0.747316,0.0330779,0.000147099,3.05408,7.09066,true
529,132,1,1,0,1,0,2,274,0,0.120533,2.1078,396.07,0.0460657,0.0320751,0.557803,0.0226767,0.000385957,5.65773,4.86102,true
530,132,2,2,0,1,0,2,530,0,0.151146,1.80865,483.867,0.039564,0.0820115,0.664916,0.0318986,0.000374338,6.08776,6.83785,true
531,132,3,3,0,1,0,2,786,0,0.237524,1.72775,333.928,0.0380499,0.078215,0.748354,0.0221427,0.000961998,9.13897,4.74656,true
532,133,0,0,1,1,0,2,82,0,0.0469691,3.2381,502.667,0.0448092,0.0582339,0.6401,0.0327988,0.000135138,3.38697,7.03083,true
533,133,1,1,1,1,0,2,338,0,0.109313,2.52169,385.702,0.037608,0.045272,0.544137,0.0215648,0.000415114,6.13862,4.62267,true
534,133,2,2,1,1,0,2,594,0,0.184784,2.70559,605.006,0.0319592,0.0554311,0.627818,0.0404626,0.000581251,11.1335,8.67366,true
535,133,3,3,1,1,0,2,850,0,0.228053,2.85807,365.442,0.0429578,0.0532333,0.570373,0.0205832,0.00133062,14.515,4.41226,true
536,134,0,0,2,1,0,2,146,0,0.0472176,3.71004,337.609,0.0413801,0.0545748,0.653868,0.0203024,0.000232781,3.90113,4.35207,true
537,134,1,1,2,1,0,2,402,0,0.122664,3.78256,398.314,0.0309951,0.0717273,0.57567,0.0232528,0.000707494,10.3327,4.98453,true
538,134,2,2,2,1,0,2,658,0,0.181446,3.32767,570.617,0.0353421,0.0407663,0.517839,0.03532,0.000723914,13.4461,7.57127,true
539,134,3,3,2,1,0,2,914,0,0.247417,3.88215,540.878,0.0397304,0.0368486,0.704517,0.0372129,0.00139734,21.3899,7.97703,true
540,135,0,0,3,1,0,2,210,0,0.0214631,4.43314,427.202,0.0459501,0.0808694,0.623874,0.0265787,7.63798e-05,2.11891,5.69747,true
541,135,1,1,3,1,0,2,466,0,0.126478,4.58102,393.954,0.0301192,0.0547855,0.680443,0.0252719,0.000921045,12.9028,5.41734,true
542,135,2,2,3,1,0,2,722,0,0.18758,4.20999,573.409,0.0357928,0.0485974,0.664927,0.038846,0.000980637,17.5863,8.32712,true
543,135,3,3,3,1,0,2,978,0,0.218082,4.4972,584.977,0.041847,0.0482027,0.616017,0.0386431,0.00124339,21.8409,8.28362,true
544,136,0,0,0,2,0,2,34,0,0.0644446,1.78031,903.93,0.0396554,0.0886019,0.547055,0.0393378,6.18528e-05,2.55499,8.43253,true
545,136,1,1,0,2,0,2,290,0,0.085977,1.94699,892.45,0.0363757,0.0554237,0.598857,0.0396126,0.000101658,3.7278,8.49145,true
546,136,2,2,0,2,0,2,546,0,0.178491,1.54826,778.25,0.032465,0.0512263,0.52409,0.02907,0.000241908,6.15416,6.23152,true
547,136,3,3,0,2,0,2,802,0,0.238426,1.85418,649.913,0.0441551,0.0648513,0.645263,0.0218392,0.000522662,9.84494,4.68151,true
548,137,0,0,1,2,0,2,98,0,0.0771215,2.61897,748.178,0.0454455,0.0640343,0.657898,0.0297475,0.000142739,4.49793,6.37675,true
549,137,1,1,1,2,0,2,354,0,0.13253,2.83273,793.917,0.0405339,0.0306426,0.670448,0.0335787,0.000300207,8.36039,7.198,true
550,137,2,2,1,2,0,2,610,0,0.157761,2.39464,701.883,0.0354947,0.0393196,0.620406,0.0253122,0.000358639,8.41293,5.42597,true
551,137,3,3,1,2,0,2,866,0,0.224364,2.65676,689.209,0.0304175,0.0676843,0.533034,0.0223629,0.000637012,13.2744,4.79376,true
552,138,0,0,2,2,0,2,162,0,0.0252401,3.69326,693.21,0.0334294,0.0607017,0.539188,0.0228118,4.78709e-05,2.07591,4.89,true
553,138,1,1,2,2,0,2,418,0,0.118895,3.68553,715.692,0.0312443,0.0734832,0.559967,0.0250236,0.000366875,9.75824,5.36413,true
554,138,2,2,2,2,0,2,674,0,0.159726,4.03709,850.836,0.045412,0.0490552,0.610778,0.0366522,0.00050612,14.3599,7.85685,true
555,138,3,3,2,2,0,2,930,0,0.203465,3.38201,803.336,0.0347354,0.0729864,0.679919,0.0345225,0.00062849,15.324,7.40033,true
556,139,0,0,3,2,0,2,226,0,0.0248257,4.91904,762.665,0.0436952,0.0873186,0.656323,0.0308361,5.80052e-05,2.7195,6.6101,true
557,139,1,1,3,2,0,2,482,0,0.109503,4.84294,681.7,0.0375694,0.0739672,0.746313,0.0265791,0.000470238,11.8098,5.69756,true
558,139,2,2,3,2,0,2,738,0,0.155105,4.93203,870.386,0.0460414,0.0579752,0.640275,0.0388327,0.000584586,17.0357,8.32426,true
559,139,3,3,3,2,0,2,994,0,0.206485,4.89596,716.801,0.0346735,0.097349,0.697638,0.0282073,0.00104346,22.513,6.04658,true
560,140,0,0,0,3,0,2,50,0,0.0755251,2.21392,1167.62,0.0404478,0.0504975,0.626733,0.0390889,7.4737e-05,3.72358,8.3792,true
561,140,1,1,0,3,0,2,306,0,0.0951617,1.74878,1065.95,0.0384799,0.0304546,0.517877,0.0287521,8.6135e-05,3.70601,6.16336,true
562,140,2,2,0,3,0,2,562,0,0.141784,1.9913,1157.67,0.0304249,0.0799284,0.704544,0.0400679,0.000159398,6.28741,8.58905,true
563,140,3,3,0,3,0,2,818,0,0.199704,2.21429,918.885,0.0378161,0.0612076,0.629244,0.0198474,0.000347472,9.84755,4.25453,true
564,141,0,0,1,3,0,2,114,0,0.021024,2.45691,1123.81,0.031148,0.0837176,0.719984,0.0377881,1.59478e-05,1.1503,8.10034,true
565,141,1,1,1,3,0,2,370,0,0.123146,2.60133,1147.79,0.0454561,0.0615777,0.623794,0.0374847,0.000171342,7.13386,8.0353,true
566,141,2,2,1,3,0,2,626,0,0.172007,2.72593,1121.19,0.0401888,0.0410269,0.682243,0.0367356,0.000290266,10.4417,7.87472,true
567,141,3,3,1,3,0,2,882,0,0.236743,2.93845,1099.89,0.0343856,0.0679665,0.674922,0.0349187,0.000487626,15.4919,7.48526,true
568,142,0,0,2,3,0,2,178,0,0.0708825,3.52993,1136.35,0.0350093,0.0568748,0.574044,0.0354774,0.000111354,5.57202,7.60501,true
569,142,1,1,2,3,0,2,434,0,0.114442,3.67182,1131.11,0.0335541,0.0703393,0.50441,0.0335041,0.00021738,9.35778,7.18202,true
570,142,2,2,2,3,0,2,690,0,0.149282,3.4201,1196.13,0.0433995,0.045022,0.744673,0.0439549,0.000286,11.3698,9.42228,true
571,142,3,3,2,3,0,2,946,0,0.193338,4.03533,982.18,0.0321057,0.0834811,0.628556,0.0247427,0.000567305,17.3741,5.30391,true
572,143,0,0,3,3,0,2,242,0,0.0331232,4.34023,927.784,0.0397106,0.0753944,0.646396,0.0209237,6.1677e-05,3.20149,4.48525,true
573,143,1,1,3,3,0,2,498,0,0.116825,4.6732,1044.47,0.0309152,0.0573273,0.508013,0.026863,0.000308184,12.1579,5.7584,true
574,143,2,2,3,3,0,2,754,0,0.155039,4.33352,982.072,0.0316188,0.0680257,0.661471,0.0254749,0.000456848,14.962,5.46085,true
575,143,3,3,3,3,0,2,1010,0,0.229888,4.42164,1109.33,0.0374331,0.0302123,0.613413,0.034267,0.000691247,22.6364,7.34556,true
576,144,0,0,0,0,1,2,6,0,0.0327972,1.60723,97.1759,0.0567157,0.136791,0.744935,0.0261971,0.000219325,1.17388,5.61567,true
577,144,1,1,0,0,1,2,262,0,0.103564,1.54736,148.648,0.0477334,0.152434,0.683685,0.0288125,0.000632017,3.5687,6.17632,true
578,144,2,2,0,0,1,2,518,0,0.150155,1.75123,152.404,0.0615525,0.159511,0.749035,0.0305743,0.00115929,5.85587,6.55398,true
579,144,3,3,0,0,1,2,774,0,0.198439,1.84544,194.004,0.0543794,0.152413,0.541522,0.0291328,0.00133679,8.15518,6.24498,true
580,145,0,0,1,0,1,2,70,0,0.0365491,2.76505,73.8923,0.0606408,0.13176,0.524587,0.0194328,0.000549228,2.25055,4.16565,true
581,145,1,1,1,0,1,2,326,0,0.0958126,2.84825,203.475,0.0622689,0.113605,0.655235,0.0324262,0.000761947,6.07728,6.95095,true
582,145,2,2,1,0,1,2,582,0,0.183969,3.04512,89.7934,0.064397,0.11911,0.630747,0.0230551,0.00438442,12.4755,4.94214,true
583,145,3,3,1,0,1,2,838,0,0.198154,2.87504,311.619,0.0622251,0.153811,0.531508,0.0380328,0.00129152,12.6869,8.1528,true
584,146,0,0,2,0,1,2,134,0,0.0516494,3.98176,211.649,0.0629296,0.164589,0.69402,0.0339331,0.000452649,4.57983,7.27397,true
585,146,1,1,2,0,1,2,390,0,0.107745,4.0459,218.437,0.0551384,0.154496,0.74219,0.0355435,0.00119889,9.70779,7.61919,true
586,146,2,2,2,0,1,2,646,0,0.148108,3.43067,329.912,0.059601,0.107471,0.633003,0.0417358,0.00100732,11.3153,8.94657,true
587,146,3,3,2,0,1,2,902,0,0.206673,3.37973,40.2281,0.061799,0.113396,0.61769,0.0189157,0.0126527,15.5551,4.05482,true
588,147,0,0,3,0,1,2,198,0,0.0661739,4.89353,230.728,0.0620373,0.130388,0.527027,0.031656,0.000687269,7.21135,6.78585,true
589,147,1,1,3,0,1,2,454,0,0.0809093,4.26115,260.862,0.0608467,0.116726,0.516074,0.0337475,0.000690542,7.67774,7.23419,true
590,147,2,2,3,0,1,2,710,0,0.143807,4.12675,272.864,0.0492244,0.106109,0.533899,0.0350798,0.00138139,13.2159,7.51979,true
591,147,3,3,3,0,1,2,966,0,0.201,4.83698,169.141,0.0648343,0.152454,0.583915,0.0281576,0.00412252,21.651,6.03594,true
592,148,0,0,0,1,1,2,22,0,0.0426653,2.29624,482.481,0.0552629,0.136819,0.677178,0.0320669,8.84657e-05,2.18173,6.87394,true
593,148,1,1,0,1,1,2,278,0,0.102938,2.23413,344.454,0.0634342,0.102929,0.581794,0.0192118,0.00038295,5.12146,4.11829,true
594,148,2,2,0,1,1,2,534,0,0.159297,2.35892,379.652,0.0596085,0.129737,0.567002,0.0216099,0.000654737,8.36813,4.63234,true
595,148,3,3,0,1,1,2,790,0,0.232066,1.54689,521.79,0.0576198,0.100422,0.509313,0.0313398,0.000510036,7.99426,6.71808,true
596,149,0,0,1,1,1,2,86,0,0.0326425,3.05201,336.461,0.0488742,0.112686,0.721096,0.0217259,0.000118988,2.21859,4.65722,true
597,149,1,1,1,1,1,2,342,0,0.130326,3.0667,577.395,0.052097,0.105423,0.585128,0.0373598,0.000429789,8.90044,8.00853,true
598,149,2,2,1,1,1,2,598,0,0.170221,2.99412,510.333,0.0630396,0.109718,0.523944,0.0307801,0.000669661,11.3498,6.5981,true
599,149,3,3,1,1,1,2,854,0,0.238648,2.74901,410.625,0.0542109,0.137479,0.56014,0.0238585,0.00120767,14.6097,5.11437,true
600,150,0,0,2,1,1,2,150,0,0.057291,3.92989,573.498,0.0526566,0.134901,0.651844,0.0385586,0.000187775,5.01389,8.2655,true
601,150,1,1,2,1,1,2,406,0,0.0918914,3.28243,619.512,0.0483317,0.152479,0.53532,0.0395068,0.000266431,6.71705,8.46877,true
602,150,2,2,2,1,1,2,662,0,0.154359,4.01925,547.154,0.0603188,0.126344,0.732187,0.0383224,0.000766432,13.8161,8.21487,true
603,150,3,3,2,1,1,2,918,0,0.201663,3.67203,415.502,0.0561686,0.103827,0.673253,0.026782,0.0013021,16.4908,5.74104,true
604,151,0,0,3,1,1,2,214,0,0.0495653,4.45854,526.194,0.0585725,0.13427,0.61788,0.0341242,0.000190146,4.92129,7.31495,true
605,151,1,1,3,1,1,2,470,0,0.116594,4.17397,408.075,0.0648378,0.109181,0.665942,0.0260412,0.000724837,10.8376,5.58226,true
606,151,2,2,3,1,1,2,726,0,0.155145,4.50832,391.057,0.0548872,0.155596,0.728392,0.026126,0.00121015,15.5762,5.60043,true
607,151,3,3,3,1,1,2,982,0,0.207022,4.77798,432.093,0.0591748,0.112027,0.657693,0.0277191,0.00168211,22.0276,5.94193,true
608,152,0,0,0,2,1,2,38,0,0.0472561,1.84112,853.712,0.05757,0.113382,0.569591,0.0359486,4.49849e-05,1.93753,7.70603,true
609,152,1,1,0,2,1,2,294,0,0.0904184,1.57122,828.528,0.0603974,0.158937,0.551091,0.0335784,9.36203e-05,3.16375,7.19795,true
610,152,2,2,0,2,1,2,550,0,0.174889,1.6595,763.121,0.0498294,0.104934,0.670902,0.0311995,0.000264858,6.46322,6.688,true
611,152,3,3,0,2,1,2,806,0,0.203971,1.90479,795.326,0.0476592,0.111113,0.642793,0.0330657,0.000356154,8.65214,7.08804,true
612,153,0,0,1,2,1,2,102,0,0.047961,2.65159,647.924,0.0592183,0.150612,0.537183,0.0192532,8.651e-05,2.83206,4.12715,true
613,153,1,1,1,2,1,2,358,0,0.0928727,3.07487,706.2,0.055477,0.140368,0.661147,0.0265637,0.000227618,6.35949,5.69427,true
614,153,2,2,1,2,1,2,614,0,0.155814,3.11459,889.357,0.0507086,0.115209,0.690107,0.0414258,0.00036702,10.8073,8.88014,true
615,153,3,3,1,2,1,2,870,0,0.232404,2.41666,781.688,0.0546348,0.141386,0.713247,0.0335928,0.000554619,12.5074,7.20103,true
616,154,0,0,2,2,1,2,166,0,0.030297,3.37852,702.485,0.0547725,0.109356,0.677843,0.0266511,5.66433e-05,2.27947,5.713,true
617,154,1,1,2,2,1,2,422,0,0.0857027,3.50539,732.804,0.0528564,0.131111,0.649391,0.0283633,0.000224152,6.6902,6.08003,true
618,154,2,2,2,2,1,2,678,0,0.137167,3.2983,645.674,0.0620076,0.160282,0.74604,0.0237778,0.00045655,10.0751,5.09707,true
619,154,3,3,2,2,1,2,934,0,0.206895,4.07535,878.117,0.0492914,0.117095,0.51613,0.0366392,0.000686057,18.7769,7.85407,true
620,155,0,0,3,2,1,2,230,0,0.0222326,4.52738,659.706,0.0579581,0.103265,0.559167,0.0206619,5.22726e-05,2.24153,4.42913,true
621,155,1,1,3,2,1,2,486,0,0.11474,4.96503,663.119,0.0635598,0.135279,0.572073,0.0212171,0.000509932,12.6865,4.54814,true
622,155,2,2,3,2,1,2,742,0,0.188806,4.85756,806.849,0.0559257,0.113497,0.696183,0.035161,0.000816036,20.424,7.5372,true
623,155,3,3,3,2,1,2,998,0,0.214319,4.45873,709.293,0.0618993,0.150638,0.666137,0.026916,0.0010031,21.2804,5.76977,true
624,156,0,0,0,3,1,2,54,0,0.0583379,1.93467,934.233,0.0576031,0.129735,0.704916,0.0227408,5.87325e-05,2.51343,4.87477,true
625,156,1,1,0,3,1,2,310,0,0.108339,1.70599,1027.78,0.05872,0.10834,0.567309,0.0269027,0.000104619,4.11593,5.76692,true
626,156,2,2,0,3,1,2,566,0,0.142703,2.27283,1088.97,0.0493966,0.104092,0.616553,0.0327581,0.000191785,7.22281,7.0221,true
627,156,3,3,0,3,1,2,822,0,0.245926,1.7104,1073.42,0.0503996,0.134305,0.711865,0.0336959,0.000308158,9.36722,7.22314,true
